age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,remote_work
34,no,,674.56,,4,4,nan,895,high,male,84.32,high,intermediate,sales_executive,high,married,5448.33,14165.67,9,no,15,"3,0",low,full_time,1,,3,good,3,1,2,1989,65380.0,yes
43,no,,232.97,,21,3,nan,896,very_high,female,,high,entry_level,laboratory_technician,very_high,,1881.67,4892.33,7,,20,"4,0",low,nan,1,,1,good,3,1,2,1980,,yes
43,no,travel_rarely,556.26,,8,4,other,897,high,male,,high,intermediate,healthcare_representative,high,,4492.84,11681.39,4,yes,14,"3,0",very_high,part_time,0,,3,good,5,0,2,1980,53914.11,yes
31,no,travel_rarely,228.84,,1,2,nan,898,very_high,female,,medium,entry_level,laboratory_technician,low,married,,4805.67,1,no,12,"3,0",high,part_time,1,4,3,,4,3,2,1992,22180.0,no
25,yes,travel_rarely,290.04,,3,3,medical,899,low,female,,high,entry_level,laboratory_technician,low,married,2342.59,6090.75,5,no,13,"3,0",high,part_time,1,6,5,,2,0,2,1998,28111.13,yes
45,no,,273.83,,10,2,life_sciences,900,low,female,,high,entry_level,research_scientist,very_high,married,2211.67,5750.33,3,no,21,,very_high,part_time,2,8,3,low,2,0,2,1978,26540.0,yes
52,no,travel_rarely,1582.77,,4,2,life_sciences,901,very_high,male,,high,manager,manager,very_high,married,12783.92,33238.2,2,no,13,"3,0",very_high,full_time,0,31,2,very_low,5,1,4,1971,153407.07,no
34,yes,travel_frequently,290.04,,6,2,nan,902,very_high,male,,low,entry_level,sales_representative,high,,,6090.75,0,no,16,"3,0",very_high,part_time,1,3,3,low,2,1,0,1989,28111.13,yes
26,no,travel_rarely,290.04,,23,3,life_sciences,903,low,male,,high,entry_level,research_scientist,very_high,divorced,2342.59,6090.75,1,no,22,"4,0",medium,part_time,2,,3,very_low,3,0,2,1997,28111.13,yes
29,no,,1231.39,,3,4,nan,904,medium,female,153.92,medium,senior,research_director,high,,9945.83,25859.17,1,no,18,"3,0",high,full_time,0,,2,good,10,0,7,1994,119350.0,yes
29,yes,,262.68,,25,5,technical_degree,905,high,male,,medium,entry_level,research_scientist,medium,married,,5516.33,5,no,16,"3,0",medium,part_time,0,6,2,excellent,2,1,1,1994,25460.0,no
46,no,,1842.8,,2,3,life_sciences,906,low,female,,high,manager,research_director,high,married,,38698.83,6,no,13,"3,0",high,full_time,0,,2,very_low,3,0,1,1977,178610.0,no
46,no,,1032.49,,10,3,marketing,907,high,male,,medium,senior,sales_executive,very_high,,8339.32,21682.23,2,,19,"3,0",high,nan,1,15,3,good,3,1,2,1977,,no
30,no,travel_rarely,290.04,sales,7,1,marketing,908,very_high,female,,high,entry_level,sales_representative,medium,single,,6090.75,0,,14,"3,0",low,part_time,0,,3,good,3,1,2,1993,28111.13,yes
34,yes,travel_frequently,1032.49,human_resources,23,3,nan,909,medium,male,129.06,high,senior,human_resources,low,divorced,,21682.23,9,yes,15,"3,0",high,part_time,3,,2,good,3,0,2,1989,100071.84,no
42,no,,290.04,,5,2,other,910,medium,female,36.25,high,entry_level,laboratory_technician,high,married,2342.59,6090.75,4,no,17,"3,0",very_high,part_time,1,,4,,2,2,0,1981,28111.13,yes
22,yes,,401.76,research_&_development,25,1,technical_degree,911,high,female,50.22,medium,entry_level,laboratory_technician,high,single,3245.0,8437.0,5,no,16,"3,0",high,full_time,0,4,3,good,2,1,2,2001,38940.0,yes
29,no,travel_rarely,439.73,,19,3,technical_degree,912,very_high,female,,high,intermediate,manufacturing_director,very_high,divorced,,9234.33,4,no,12,"3,0",medium,part_time,2,8,2,excellent,3,1,2,1994,42620.0,yes
46,no,travel_frequently,1086.12,research_&_development,18,1,medical,913,low,male,,high,senior,healthcare_representative,high,married,,22808.5,5,no,11,"3,0",very_high,nan,0,,3,low,2,1,2,1977,105270.0,yes
32,yes,,556.26,sales,11,4,other,914,very_high,female,,very_high,intermediate,sales_executive,high,,,11681.39,8,,12,"3,0",very_high,part_time,0,,2,good,4,1,2,1991,53914.11,yes
24,no,,247.62,,24,3,medical,915,very_high,female,,high,entry_level,sales_representative,very_high,,2000.0,5200.0,0,no,13,"3,0",high,nan,2,3,3,good,2,2,1,1999,,no
35,no,travel_rarely,379.79,,25,2,nan,916,low,female,,medium,intermediate,laboratory_technician,very_high,single,,7975.5,4,no,14,"3,0",very_high,part_time,0,,3,good,3,0,2,1988,36810.0,no
42,no,,556.26,,2,4,life_sciences,917,high,male,,high,intermediate,healthcare_representative,very_high,married,4492.84,11681.39,1,no,13,"3,0",medium,part_time,2,10,4,good,10,2,2,1981,53914.11,yes
48,no,travel_rarely,1582.77,,1,4,nan,918,very_high,male,197.85,medium,manager,manager,low,married,,33238.2,7,no,11,"3,0",low,full_time,1,21,3,very_low,3,0,2,1975,153407.07,yes
44,no,travel_rarely,556.26,,1,4,nan,919,low,male,,medium,intermediate,human_resources,high,,4492.84,11681.39,4,no,11,,medium,part_time,0,10,1,excellent,2,0,2,1979,53914.11,yes
34,no,,290.04,sales,14,3,nan,920,high,male,36.25,high,entry_level,sales_representative,high,,2342.59,6090.75,1,yes,18,"3,0",very_high,part_time,2,8,3,good,8,0,6,1989,28111.13,yes
21,no,,355.64,,22,1,technical_degree,921,high,female,,high,entry_level,sales_representative,high,,2872.5,7468.5,1,,11,,high,full_time,0,,2,good,3,1,2,2002,34470.0,yes
44,no,travel_rarely,2013.25,,3,4,nan,922,very_high,female,,high,executive,manager,very_high,,16260.83,42278.17,4,,12,"3,0",low,nan,1,26,2,excellent,2,0,1,1979,,yes
22,no,travel_rarely,290.04,,6,1,medical,923,low,female,,high,entry_level,research_scientist,high,married,2342.59,6090.75,0,,20,"4,0",very_high,part_time,0,,3,good,2,2,2,2001,28111.13,yes
26,no,travel_rarely,274.34,,6,3,nan,924,high,male,,high,entry_level,laboratory_technician,very_high,,2215.83,5761.17,1,yes,13,,high,nan,1,,2,good,3,0,2,1997,,no
36,no,,912.79,,9,2,medical,925,medium,female,,medium,intermediate,manufacturing_director,medium,,7372.5,19168.5,2,yes,11,"3,0",high,full_time,1,13,2,good,3,0,2,1987,88470.0,yes
27,no,,210.99,,3,4,medical,926,low,female,26.37,medium,entry_level,research_scientist,very_high,single,,4430.83,0,,13,"3,0",very_high,part_time,0,5,0,good,4,1,1,1996,20450.0,yes
23,no,travel_rarely,290.04,,4,3,nan,927,low,female,,very_high,entry_level,research_scientist,low,,2342.59,6090.75,2,,16,"3,0",low,part_time,1,5,3,excellent,3,0,2,2000,28111.13,no
25,no,,500.5,,8,3,life_sciences,928,very_high,female,,very_high,intermediate,sales_executive,medium,,4042.5,10510.5,0,no,22,"4,0",high,part_time,1,4,4,good,3,1,2,1998,48510.0,no
48,no,,837.78,,14,1,nan,929,nan,female,104.72,very_high,intermediate,sales_executive,medium,marreid,,17593.33,3,,12,"3,0",very_high,full_time,0,,3,good,2,2,2,1975,81200.0,yes
24,yes,travel_rarely,472.23,,3,2,life_sciences,930,low,male,59.03,high,intermediate,sales_executive,high,single,3814.17,9916.83,9,no,14,"3,0",low,part_time,0,,3,good,2,2,0,1999,45770.0,yes
60,no,travel_rarely,557.66,,16,4,nan,931,low,female,,high,intermediate,sales_executive,low,single,,11710.83,8,no,14,"3,0",very_high,full_time,0,10,1,good,2,2,2,1963,54050.0,no
50,no,,290.04,,8,4,marketing,932,very_high,female,36.25,high,entry_level,sales_representative,medium,married,2342.59,6090.75,7,no,15,"3,0",very_high,part_time,1,4,2,good,2,2,2,1973,28111.13,yes
44,no,non_travel,382.57,,24,3,nan,933,low,female,47.82,low,entry_level,laboratory_technician,high,single,,8034.0,2,,14,"3,0",high,full_time,0,9,5,good,5,1,4,1979,37080.0,no
47,no,travel_frequently,1420.71,,3,3,nan,934,very_high,male,,high,manager,sales_executive,high,divorced,11475.0,29835.0,9,yes,12,"3,0",very_high,full_time,2,28,2,low,22,11,13,1976,137700.0,yes
42,yes,,290.04,,19,3,nan,935,high,female,,very_high,entry_level,research_scientist,high,divorced,2342.59,6090.75,6,,12,"3,0",very_high,part_time,0,,2,good,2,2,2,1981,28111.13,yes
43,no,travel_frequently,556.26,,15,3,life_sciences,936,very_high,female,,medium,intermediate,sales_executive,very_high,married,4492.84,11681.39,3,,18,,high,part_time,1,7,5,good,2,2,2,1980,53914.11,yes
40,no,,290.04,,2,1,nan,937,very_high,male,,medium,entry_level,research_scientist,very_high,single,2342.59,6090.75,0,,20,"4,0",very_high,part_time,0,5,2,low,4,2,3,1983,28111.13,no
29,no,,236.99,sales,10,3,nan,938,very_high,female,,high,entry_level,sales_representative,medium,,1914.17,4976.83,1,no,14,"3,0",very_high,nan,2,,2,good,2,2,2,1994,,no
53,no,,252.78,,6,3,nan,939,very_high,female,,high,intermediate,laboratory_technician,very_high,single,2041.67,5308.33,2,,17,"3,0",very_high,part_time,0,19,4,good,2,2,2,1970,24500.0,no
23,no,travel_rarely,290.04,research_&_development,12,1,medical,940,low,female,,very_high,entry_level,research_scientist,high,single,2342.59,6090.75,1,,18,"3,0",very_high,part_time,0,,3,good,2,0,2,2000,28111.13,no
55,yes,,1973.98,,2,3,medical,941,very_high,female,,high,executive,manager,low,,15943.72,41453.67,5,yes,13,"3,0",very_high,nan,1,24,2,good,5,1,4,1968,,no
26,no,travel_frequently,290.04,,1,2,life_sciences,942,low,male,36.25,low,entry_level,laboratory_technician,very_high,,2342.59,6090.75,3,no,14,"3,0",low,part_time,1,,2,good,2,2,0,1997,28111.13,yes
34,no,travel_rarely,290.04,,1,4,nan,943,medium,male,,very_high,entry_level,research_scientist,very_high,single,2342.59,6090.75,2,no,16,"3,0",high,nan,0,,2,good,4,1,3,1989,,no
27,no,,447.98,,8,1,marketing,944,high,female,,high,intermediate,sales_executive,very_high,married,3618.33,9407.67,0,,19,"3,0",medium,part_time,1,5,3,good,4,1,1,1996,43420.0,yes
35,no,travel_rarely,265.37,,8,4,nan,945,low,male,,high,entry_level,sales_representative,very_high,,2143.33,5572.67,1,no,16,"3,0",medium,nan,1,3,1,low,3,0,2,1988,,yes
30,no,travel_rarely,290.04,,18,3,nan,946,very_high,female,36.25,low,entry_level,laboratory_technician,high,married,2342.59,6090.75,3,no,21,,high,part_time,2,7,2,good,2,0,2,1993,28111.13,yes
34,no,,670.63,,8,2,nan,947,high,male,,high,intermediate,sales_executive,low,,5416.67,14083.33,5,no,17,"3,0",medium,nan,1,,1,good,3,1,2,1989,,yes
52,no,travel_rarely,324.9,research_&_development,25,4,life_sciences,948,nan,male,40.61,high,intermediate,laboratory_technician,high,,2624.17,6822.83,8,,20,"4,0",medium,part_time,1,9,3,good,5,1,4,1971,31490.0,yes
33,yes,travel_rarely,549.3,,16,3,marketing,949,low,male,,high,intermediate,sales_executive,low,single,4436.67,11535.33,5,,15,"3,0",high,part_time,0,,3,good,3,0,2,1990,53240.0,no
35,no,travel_rarely,290.04,research_&_development,20,4,nan,950,nan,male,36.25,very_high,entry_level,research_scientist,high,single,,6090.75,3,no,13,"3,0",high,part_time,0,7,0,good,2,2,2,1988,28111.13,no
28,yes,,452.11,,2,4,nan,951,high,female,,high,entry_level,research_scientist,high,single,3651.67,9494.33,6,no,17,"3,0",very_high,full_time,0,5,3,low,2,2,1,1995,43820.0,yes
36,no,travel_rarely,290.04,,13,3,human_resources,952,high,female,36.25,high,entry_level,human_resources,medium,married,2342.59,6090.75,4,,13,"3,0",medium,part_time,1,,2,good,5,0,4,1987,28111.13,yes
34,no,travel_frequently,263.4,research_&_development,16,4,nan,953,high,male,32.93,medium,entry_level,research_scientist,very_high,single,2127.5,5531.5,1,no,16,"3,0",high,part_time,0,6,3,good,5,1,3,1989,25530.0,yes
34,no,,290.04,,3,2,nan,954,high,female,,high,entry_level,human_resources,very_high,,2342.59,6090.75,0,,19,"3,0",high,nan,1,4,1,very_low,3,0,2,1989,,no
44,no,travel_rarely,612.13,,4,3,nan,955,very_high,female,76.52,high,intermediate,healthcare_representative,medium,single,4944.17,12854.83,9,,12,"3,0",very_high,full_time,0,10,2,low,5,2,3,1979,59330.0,yes
32,no,,454.28,,13,4,life_sciences,956,medium,female,,high,intermediate,sales_executive,very_high,divorced,,9539.83,2,,11,"3,0",high,part_time,1,8,3,low,5,0,3,1991,44030.0,yes
53,no,,1128.11,,7,2,nan,957,low,male,141.01,medium,senior,sales_executive,very_high,married,9111.67,23690.33,7,yes,18,"3,0",very_high,full_time,1,35,3,good,5,0,4,1970,109340.0,no
22,no,,556.26,,1,2,life_sciences,958,very_high,female,,medium,intermediate,manufacturing_director,very_high,,4492.84,11681.39,6,,22,"4,0",low,part_time,2,4,2,very_low,2,2,2,2001,53914.11,no
44,no,travel_rarely,290.04,,8,4,life_sciences,959,low,female,,very_high,entry_level,laboratory_technician,very_high,,2342.59,6090.75,2,yes,24,"4,0",high,part_time,1,10,2,low,3,0,2,1979,28111.13,no
35,yes,travel_frequently,208.62,,25,4,life_sciences,960,very_high,male,,high,entry_level,research_scientist,medium,divorced,1685.0,4381.0,1,,19,"3,0",low,part_time,1,10,3,low,10,7,8,1988,20220.0,yes
25,no,,439.11,,4,1,nan,961,high,female,,medium,intermediate,sales_executive,low,,3546.67,9221.33,1,no,12,"3,0",low,part_time,0,5,1,excellent,5,0,3,1998,42560.0,no
49,no,travel_rarely,369.37,,1,3,technical_degree,962,high,male,,high,entry_level,research_scientist,low,,2983.33,7756.67,2,no,16,"3,0",medium,nan,1,7,2,good,4,0,2,1974,,no
24,no,non_travel,290.04,,19,1,life_sciences,963,low,female,,medium,entry_level,laboratory_technician,very_high,,2342.59,6090.75,0,,17,"3,0",very_high,part_time,0,,2,low,5,3,4,1999,28111.13,no
38,no,travel_rarely,299.1,sales,9,3,marketing,964,medium,female,,medium,entry_level,sales_representative,medium,,2415.83,6281.17,0,,19,"3,0",very_high,full_time,1,3,3,good,2,1,2,1985,28990.0,yes
29,yes,travel_rarely,290.04,,1,3,medical,965,medium,male,36.25,medium,entry_level,sales_representative,high,,2342.59,6090.75,6,yes,19,"3,0",high,part_time,3,5,3,good,3,0,2,1994,28111.13,no
43,no,travel_frequently,573.86,,1,3,life_sciences,966,very_high,male,,high,intermediate,healthcare_representative,very_high,married,4635.0,12051.0,4,,13,"3,0",medium,nan,1,12,2,low,5,2,2,1980,,yes
28,no,travel_rarely,556.26,,5,4,medical,967,low,female,,high,intermediate,sales_executive,very_high,single,,11681.39,1,,14,"3,0",medium,part_time,0,4,3,good,4,0,2,1995,53914.11,no
20,yes,travel_rarely,290.04,,2,3,nan,968,high,male,36.25,medium,entry_level,sales_representative,high,single,2342.59,6090.75,1,,13,"3,0",very_high,part_time,0,2,3,low,2,0,2,2003,28111.13,yes
47,no,,290.04,,2,4,life_sciences,969,very_high,male,,medium,entry_level,sales_representative,very_high,single,2342.59,6090.75,1,yes,18,"3,0",low,nan,0,3,3,low,3,1,2,1976,,yes
22,yes,travel_rarely,556.26,,3,1,life_sciences,970,medium,male,,high,intermediate,manufacturing_director,high,married,4492.84,11681.39,0,yes,19,"3,0",low,part_time,1,4,3,excellent,3,0,2,2001,53914.11,yes
28,no,,245.25,,9,3,medical,971,high,male,,high,entry_level,research_scientist,high,divorced,1980.83,5150.17,5,no,18,"3,0",medium,part_time,1,6,2,good,2,2,2,1995,23770.0,yes
39,yes,,248.03,research_&_development,6,3,medical,972,very_high,female,,high,entry_level,laboratory_technician,low,married,,5208.67,7,,21,"4,0",very_high,part_time,0,,2,very_low,2,2,2,1984,24040.0,yes
33,no,travel_rarely,288.79,research_&_development,1,4,nan,973,high,female,36.1,medium,entry_level,research_scientist,low,single,2332.5,6064.5,3,,11,"3,0",medium,part_time,0,,1,good,3,0,2,1990,27990.0,no
36,no,travel_rarely,290.04,research_&_development,7,4,other,974,medium,female,36.25,high,entry_level,research_scientist,very_high,single,2342.59,6090.75,2,,18,"3,0",high,part_time,0,8,6,good,6,0,1,1987,28111.13,yes
35,no,travel_rarely,556.26,,48,3,nan,975,high,male,,high,intermediate,sales_executive,high,,4492.84,11681.39,1,,16,"3,0",medium,nan,0,5,3,good,5,1,0,1988,,yes
31,yes,,290.04,,9,2,medical,976,high,female,,medium,entry_level,research_scientist,low,single,,6090.75,0,yes,22,"4,0",low,part_time,0,4,0,good,3,1,2,1992,28111.13,no
33,no,travel_rarely,356.16,,13,1,life_sciences,977,medium,male,44.52,high,entry_level,research_scientist,very_high,single,2876.67,7479.33,3,,18,"3,0",low,full_time,0,5,4,good,3,0,2,1990,34520.0,no
27,no,,290.02,,24,4,nan,978,nan,male,,high,entry_level,laboratory_technician,medium,marreid,2342.5,6090.5,9,no,14,"3,0",medium,part_time,1,4,2,good,2,2,2,1996,28110.0,no
30,yes,travel_rarely,290.04,,22,3,nan,979,low,male,36.25,high,entry_level,research_scientist,high,married,,6090.75,4,,11,"3,0",medium,part_time,0,,2,,5,0,1,1993,28111.13,yes
24,no,,451.6,,17,1,medical,980,very_high,male,,medium,intermediate,manufacturing_director,high,divorced,3647.5,9483.5,1,no,15,"3,0",medium,part_time,2,5,6,good,4,3,2,1999,43770.0,no
35,yes,travel_rarely,290.04,research_&_development,14,4,other,981,high,female,,medium,entry_level,laboratory_technician,medium,divorced,2342.59,6090.75,1,yes,24,"4,0",very_high,part_time,1,5,2,very_low,4,0,2,1988,28111.13,no
30,yes,,290.04,,5,3,nan,982,medium,male,,high,entry_level,laboratory_technician,medium,,2342.59,6090.75,0,,17,"3,0",low,part_time,0,4,3,good,3,1,2,1993,28111.13,yes
48,no,travel_rarely,437.46,research_&_development,6,3,nan,983,low,female,,medium,intermediate,healthcare_representative,high,,3533.33,9186.67,2,no,13,"3,0",very_high,nan,0,19,0,good,2,2,2,1975,,yes
41,no,travel_rarely,556.26,,7,2,medical,984,very_high,male,,high,intermediate,manufacturing_director,high,,4492.84,11681.39,6,,14,"3,0",medium,nan,0,8,6,good,2,2,1,1982,,no
27,no,,436.12,research_&_development,2,4,nan,985,low,male,,high,intermediate,manufacturing_director,very_high,,3522.5,9158.5,0,,18,"3,0",medium,part_time,1,,2,,3,2,2,1996,42270.0,yes
35,no,travel_rarely,404.13,research_&_development,10,3,other,986,medium,female,,high,entry_level,laboratory_technician,very_high,,3264.17,8486.83,1,no,20,"4,0",low,full_time,1,3,4,low,3,1,2,1988,39170.0,no
26,yes,non_travel,512.67,,29,2,medical,987,medium,female,,low,intermediate,sales_executive,low,single,,10766.17,8,no,18,"3,0",very_high,part_time,0,,6,good,2,2,2,1997,49690.0,yes
33,no,non_travel,290.04,sales,8,1,life_sciences,988,medium,male,,medium,entry_level,sales_representative,very_high,,,6090.75,0,,19,"3,0",very_high,part_time,0,,2,low,2,2,2,1990,28111.13,no
26,yes,,210.68,,2,3,life_sciences,989,low,female,,high,entry_level,research_scientist,low,married,1701.67,4424.33,6,,14,"3,0",medium,part_time,1,6,2,good,3,1,2,1997,20420.0,yes
38,no,travel_frequently,291.06,,3,4,nan,990,high,female,,high,entry_level,research_scientist,high,,2350.83,6112.17,3,no,16,"3,0",low,nan,1,8,2,good,2,2,2,1985,,no
46,no,,1973.98,,47,4,medical,991,nan,female,,high,executive,research_director,very_high,,,41453.67,9,no,17,"3,0",very_high,full_time,2,23,0,good,2,2,2,1977,191324.62,yes
20,yes,,290.04,,9,3,marketing,992,very_high,male,,high,entry_level,sales_representative,very_high,single,2342.59,6090.75,1,yes,14,"3,0",medium,part_time,0,2,3,good,2,0,2,2003,28111.13,yes
30,no,,1027.31,,20,3,other,993,nan,female,,high,intermediate,manufacturing_director,low,marreid,8297.5,21573.5,0,,15,"3,0",high,nan,1,7,1,low,6,0,2,1993,,no
27,no,non_travel,290.04,,8,5,nan,994,low,female,,low,entry_level,laboratory_technician,high,married,2342.59,6090.75,1,,19,"3,0",very_high,part_time,3,3,4,,3,1,2,1996,28111.13,no
55,no,,1032.49,,2,1,nan,995,very_high,female,,high,senior,manufacturing_director,medium,married,,21682.23,3,no,18,"3,0",medium,part_time,1,23,4,good,3,1,2,1968,100071.84,yes
33,no,travel_rarely,1032.49,,5,3,life_sciences,996,very_high,female,,medium,senior,healthcare_representative,very_high,,8339.32,21682.23,4,no,15,"3,0",high,nan,1,,2,good,3,1,2,1990,100071.84,yes
28,no,,227.71,,15,2,life_sciences,997,low,female,,high,entry_level,laboratory_technician,high,,1839.17,4781.83,1,no,16,"3,0",very_high,nan,1,4,5,low,4,2,2,1995,22070.0,yes
34,no,,800.22,,3,1,life_sciences,998,low,female,,high,intermediate,healthcare_representative,very_high,,6463.33,16804.67,0,no,17,"3,0",high,nan,0,,1,low,6,0,4,1989,,yes
33,yes,,290.04,,25,3,medical,999,low,female,,medium,entry_level,research_scientist,medium,single,2342.59,6090.75,4,yes,20,"4,0",medium,part_time,0,5,0,good,2,2,2,1990,28111.13,no
33,no,,556.26,,7,3,life_sciences,1000,very_high,male,,high,intermediate,sales_executive,medium,married,4492.84,11681.39,0,no,17,"3,0",high,part_time,1,4,3,good,3,0,2,1990,53914.11,no
21,no,,213.57,,1,1,nan,1001,very_high,male,,medium,entry_level,research_scientist,medium,single,,4485.0,1,yes,11,"3,0",high,part_time,0,2,6,excellent,2,2,2,2002,20700.0,yes
31,no,travel_frequently,287.96,,20,3,nan,1002,high,female,,very_high,entry_level,sales_representative,very_high,married,,6047.17,0,no,12,,low,nan,1,3,4,good,2,2,2,1992,27910.0,yes
